Text,Product_Name,Price_Name,Promotion_Type,Marketplace_Name
saya sedang mencari alat tulis seperti pensil mekanik. harganya sekitar 10.000 rupiah di supermarket setelah mendapatkan diskon sebesar 10%.,alat tulis,10.000,diskon sebesar 10%,supermarket
teman saya ingin membeli baju anak-anak. harganya sekitar 80.000 rupiah di mal setelah mendapatkan diskon sebesar 15%.,baju,80.000,diskon sebesar 15%,mal
aku berencana membeli perhiasan seperti kalung. harganya sekitar 300.000 rupiah di tokopedia setelah mendapatkan diskon sebesar 20%.,kalung,300.000,diskon sebesar 20%,tokopedia
aku berencana membeli perhiasan seperti cincin. harganya sekitar 300.000 rupiah di tokopedia setelah mendapatkan diskon sebesar 15%.,cincin,300.000,diskon sebesar 15%,tokopedia
aku mencari sepatu casual yang nyaman. harganya sekitar 400.000 rupiah di mal setelah mendapatkan diskon sebesar 25%.,sepatu,400.000,diskon sebesar 25%,
saya ingin membeli pakaian bayi di supermarket. harganya sekitar 50.000 rupiah setelah mendapatkan diskon sebesar 20%.,pakaian bayi,50.000,diskon sebesar 20%,supermarket
teman saya tertarik membeli baju batik. harganya sekitar 150.000 rupiah di shopee setelah mendapatkan diskon sebesar 15%.,baju,150.000,diskon sebesar 15%,shopee
aku ingin membeli tas tangan untuk acara formal. harganya sekitar 250.000 rupiah di mal setelah mendapatkan diskon sebesar 10%.,tas,250.000,diskon sebesar 10%,mal
saya sedang mencari sepatu sandal yang nyaman untuk berjalan jauh. harganya sekitar 150.000 rupiah di tokopedia setelah mendapatkan diskon sebesar 20%.,sepatu,150.000,diskon sebesar 20%,tokopedia
aku berencana membeli piring bayi. harganya sekitar 100.000 rupiah di supermarket setelah mendapatkan diskon sebesar 25%.,piring bayi,100.000,diskon sebesar 25%,supermarket
saya ingin alat tulis harganya sekitar 300.000 rupiah di mal setelah mendapatkan diskon sebesar 10%.,alat tulis,300.000,diskon sebesar 10%,mal
teman saya ingin membeli baju tidur yang hangat. harganya sekitar 80.000 rupiah di shopee setelah mendapatkan diskon sebesar 15%.,baju,80.000,diskon sebesar 15%,shopee
aku mencari sepatu boots dengan desain unik. harganya sekitar 500.000 rupiah di tokopedia setelah mendapatkan diskon sebesar 10%.,sepatu,500.000,diskon sebesar 10%,tokopedia
saya ingin membeli pizza dengan harga 50 ribu,pizza,50 ribu,,
teman saya tertarik membeli baju pesta. harganya sekitar 150.000 rupiah di mal setelah mendapatkan diskon sebesar 10%.,baju,150.000,diskon sebesar 10%,mal
aku ingin membeli sepatu sneakers merk vans. harganya sekitar 600.000 rupiah di shopee setelah mendapatkan diskon sebesar 15%.,sepatu,600.000,diskon sebesar 15%,shopee
saya sedang mencari bantal dan guling baru. harganya sekitar 100.000 rupiah di tokopedia setelah mendapatkan diskon sebesar 20%.,bantal,100.000 ,diskon sebesar 20%,tokopedia
aku berencana membeli pakaian dalam untuk pria. harganya sekitar 30.000 rupiah di supermarket setelah mendapatkan diskon sebesar 10%.,pakaian,30.000,diskon sebesar 10%,supermarket
saya ingin membeli mainan anak-anak seperti puzzle. harganya sekitar 50.000 rupiah di mal setelah mendapatkan diskon sebesar 25%.,mainan anak,50.000,diskon sebesar 25%,mal
teman saya tertarik membeli baju formal. harganya sekitar 200.000 rupiah di shopee setelah mendapatkan diskon sebesar 20%.,baju,200.000,diskon sebesar 20%,shopee
aku ingin membeli tas selempang yang praktis. harganya sekitar 150.000 rupiah di tokopedia setelah mendapatkan diskon sebesar 15%.,tas,150.000,diskon sebesar 15%,tokopedia
saya sedang mencari sepatu sandal untuk musim panas. harganya sekitar 80.000 rupiah di supermarket setelah mendapatkan diskon sebesar 10%.,sepatu,80.000,diskon sebesar 10%,supermarket
teman saya ingin membeli baju anak-anak. harganya sekitar 100.000 rupiah di mal setelah mendapatkan diskon sebesar 15%.,baju anak,100.000,diskon sebesar 15%,mal
aku berencana membeli jam tangan. harganya sekitar 300.000 rupiah di shopee setelah mendapatkan diskon sebesar 20%.,jam tangan,300.000,diskon sebesar 20%,shopee
saya ingin membeli perlengkapan alat tulis seperti pensil dan penghapus. harganya sekitar 20.000 rupiah di tokopedia setelah mendapatkan diskon sebesar 10%.,alat tulis,20.000,diskon sebesar 10%,tokopedia
aku mencari sepatu casual yang nyaman untuk sehari-hari. harganya sekitar 400.000 rupiah di mal setelah mendapatkan diskon sebesar 25%.,sepatu,400.000,diskon sebesar 25%,mal
aku ingin membeli baju kaos polos. harganya sekitar 100.000 rupiah di mal setelah mendapatkan diskon sebesar 20%.,baju,100.000,diskon sebesar 20%,mal
saya sedang mencari koper ukuran besar. harganya sekitar 500.000 rupiah di tokopedia setelah mendapatkan diskon sebesar 10%.,koper,500.000,diskon sebesar 10%,tokopedia
teman saya ingin membeli sepatu boots. harganya sekitar 400.000 rupiah di shopee setelah mendapatkan diskon sebesar 15%.,sepatu,400.000,diskon sebesar 15%,shopee
aku berencana membeli baju gamis untuk lebaran. harganya sekitar 300.000 rupiah di mal setelah mendapatkan diskon sebesar 25%.,baju,300.000,diskon sebesar 25%,mal
saya ingin membeli tas ransel dengan banyak kantong. harganya sekitar 200.000 rupiah di tokopedia setelah mendapatkan diskon sebesar 30%.,tas,200.000,diskon sebesar 30%,tokopedia
aku mencari sepatu sneakers merk adidas. harganya sekitar 800.000 rupiah di mal setelah mendapatkan diskon sebesar 10%.,sepatu,800.000,diskon sebesar 10%,mal
saya ingin membeli mainan anak-anak di supermarket. harganya sekitar 50.000 rupiah setelah mendapatkan diskon sebesar 15%.,mainan anak,50.000,diskon sebesar 15%,supermarket
teman saya tertarik membeli baju renang. harganya sekitar 150.000 rupiah di shopee setelah mendapatkan diskon sebesar 20%.,baju,150.000,diskon sebesar 20%,shopee
aku ingin membeli perlengkapan olahraga seperti matras yoga. harganya sekitar 250.000 rupiah di tokopedia setelah mendapatkan diskon sebesar 10%.,matras ,250.000,diskon sebesar 10%,tokopedia
aku ingin membeli kartu remi bicycle. harganya sekitar 20.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,kartu,20.000,diskon 10%,tokopedia
saya mencari board game catur. harganya sekitar 300.000 rupiah di mal dengan diskon 15%.,catur,300.000,diskon 15%,mal
teman saya ingin membeli action figure iron man. harganya sekitar 500.000 rupiah di shopee setelah mendapatkan diskon 20%.,figure,500.000,diskon 20%,shopee
aku tertarik membeli monitor led 24 inci. harganya sekitar 1.500.000 rupiah di supermarket dengan diskon 5%.,monitor,1.500.000,diskon 5%,supermarket
saya berencana membeli kipas angin meja. harganya sekitar 100.000 rupiah di tokopedia setelah mendapatkan diskon 15%.,kipas,100.000,diskon 15%,tokopedia
aku ingin membeli kabel usb tipe c. harganya sekitar 50.000 rupiah di mal dengan diskon 10%.,kabel,50.000,diskon 10%,mal
teman saya mencari lemari pakaian dua pintu. harganya sekitar 1.000.000 rupiah di shopee setelah mendapatkan diskon 15%.,lemari,1.000.000,diskon 15%,shopee
saya sedang mencari webcam hd. harganya sekitar 300.000 rupiah di supermarket dengan diskon 10%.,webcam,300.000,diskon 10%,supermarket
aku ingin membeli topi baseball. harganya sekitar 50.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,topi,50.000,diskon 10%,tokopedia
saya tertarik membeli piala bergilir. harganya sekitar 200.000 rupiah di mal dengan diskon 20%.,piala,200.000,diskon 20%,mal
aku ingin membeli kaos kaki sport. harganya sekitar 30.000 rupiah di shopee setelah mendapatkan diskon 10%.,kaos kaki,30.000,diskon 10%,shopee
saya mencari kacamata renang anti-kabut. harganya sekitar 80.000 rupiah di supermarket dengan diskon 15%.,kacamata,80.000,diskon 15%,supermarket
teman saya ingin membeli suplemen whey protein. harganya sekitar 500.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,suplemen,500.000,diskon 10%,tokopedia
aku tertarik membeli kaca cermin besar. harganya sekitar 1.000.000 rupiah di mal dengan diskon 10%.,kaca,1.000.000,diskon 10%,mal
aku ingin membeli keripik kentang rasa barbeque. harganya sekitar 20.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,keripik,20.000,diskon 10%,tokopedia
saya mencari kursi kantor ergonomis. harganya sekitar 1.000.000 rupiah di mal dengan diskon 15%.,kursi kantor ergonomis,1.000.000,diskon 15%,mal
teman saya ingin membeli bluetooth earphone merek jbl. harganya sekitar 500.000 rupiah di shopee setelah mendapatkan diskon 20%.,bluetooth earphone,500.000,diskon 20%,shopee
aku tertarik membeli antigores smartphone. harganya sekitar 50.000 rupiah di supermarket dengan diskon 5%.,antigores,50.000,diskon 5%,supermarket
saya berencana membeli sepeda gunung merk polygon. harganya sekitar 3.000.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,sepeda gunung,3.000.000,diskon 10%,tokopedia
aku ingin membeli toples kaca untuk menyimpan makanan. harganya sekitar 100.000 rupiah di mal dengan diskon 10%.,toples,100.000,diskon 10%,mal
saya sedang mencari smartwatch xiaomi mi band 5. harganya sekitar 300.000 rupiah di shopee dengan diskon 15%.,smartwatch,300.000,diskon 15%,shopee
teman saya ingin membeli set peralatan tukang rumah 10 in 1. harganya sekitar 200.000 rupiah di supermarket setelah mendapatkan diskon 10%.,peralatan tukang,200.000,diskon 10%,supermarket
aku tertarik membeli alat laminating untuk kantor. harganya sekitar 500.000 rupiah di tokopedia dengan diskon 20%.,laminating,500.000,diskon 20%,tokopedia
saya berencana membeli mesin jahit portable. harganya sekitar 1.500.000 rupiah di mal setelah mendapatkan diskon 15%.,mesin jahit,1.500.000,diskon 15%,mal
aku ingin membeli kerupuk udang. harganya sekitar 15.000 rupiah di shopee dengan diskon 10%.,kerupuk udang,15.000,diskon 10%,shopee
saya mencari kursi kantor dengan sandaran punggung yang bisa diatur. harganya sekitar 800.000 rupiah di supermarket setelah mendapatkan diskon 15%.,kursi kantor,800.000,diskon 15%,supermarket
teman saya ingin membeli bluetooth earphone merek sony. harganya sekitar 700.000 rupiah di tokopedia dengan diskon 20%.,bluetooth earphone,700.000,diskon 20%,tokopedia
aku tertarik membeli antigores layar laptop. harganya sekitar 30.000 rupiah di mal dengan diskon 10%.,antigores,30.000,diskon 10%,mal
saya berencana membeli sepeda lipat merk united. harganya sekitar 2.000.000 rupiah di shopee setelah mendapatkan diskon 15%.,sepeda lipat,2.000.000,diskon 15%,shopee
aku ingin membeli toples plastik untuk menyimpan bumbu dapur. harganya sekitar 50.000 rupiah di supermarket dengan diskon 10%.,toples plastik,50.000,diskon 10%,supermarket
saya berencana membeli rokok marlboro. harganya sekitar 30.000 rupiah di mal setelah mendapatkan diskon 10%.,rokok,30.000,diskon 10%,mal
aku tertarik membeli sistem cctv merek hikvision. harganya sekitar 2.000.000 rupiah di tokopedia dengan diskon 15%.,cctv,2.000.000,diskon 15%,tokopedia
teman saya ingin membeli bluetooth earphone merk jbl. harganya sekitar 500.000 rupiah di shopee setelah mendapatkan diskon 10%.,bluetooth earphone,500.000,diskon 10%,shopee
saya sedang mencari home theater dengan suara berkualitas. harganya sekitar 5.000.000 rupiah di supermarket dengan diskon 20%.,home theater,5.000.000,diskon 20%,supermarket
aku ingin membeli botol corkcicle warna merah. harganya sekitar 300.000 rupiah di mal setelah mendapatkan diskon 10%.,botol,300.000,diskon 10%,mal
saya berencana membeli kulkas dua pintu merek lg. harganya sekitar 3.000.000 rupiah di tokopedia dengan diskon 15%.,kulkas,3.000.000,diskon 15%,tokopedia
aku ingin membeli sarung tangan tinju. harganya sekitar 200.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,sarung tangan,200.000,diskon 10%,tokopedia
saya mencari jaring voli outdoor. harganya sekitar 300.000 rupiah di mal dengan diskon 15%.,jaring voli,300.000,diskon 15%,mal
teman saya ingin membeli sepatu basket. harganya sekitar 500.000 rupiah di shopee setelah mendapatkan diskon 20%.,sepatu,500.000,diskon 20%,shopee
aku tertarik membeli helm sepeda. harganya sekitar 150.000 rupiah di supermarket dengan diskon 10%.,helm,150.000,diskon 10%,supermarket
saya berencana membeli alat renang snorkel. harganya sekitar 100.000 rupiah di tokopedia setelah mendapatkan diskon 15%.,snorkel,100.000,diskon 15%,tokopedia
aku ingin membeli ping pong paddle. harganya sekitar 250.000 rupiah di mal dengan diskon 10%.,paddle,250.000,diskon 10%,mal
teman saya mencari raket badminton. harganya sekitar 400.000 rupiah di shopee setelah mendapatkan diskon 15%.,raket,400.000,diskon 15%,shopee
saya sedang mencari stopwatch olahraga. harganya sekitar 80.000 rupiah di supermarket dengan diskon 5%.,stopwatch,80.000,diskon 5%,supermarket
aku ingin membeli stik golf kw. harganya sekitar 600.000 rupiah di tokopedia setelah mendapatkan diskon 20%.,stik golf,600.000,diskon 20%,tokopedia
saya tertarik membeli jaket hiking. harganya sekitar 350.000 rupiah di mal dengan diskon 10%.,jaket,350.000,diskon 10%,mal
aku ingin membeli bola sepak. harganya sekitar 100.000 rupiah di shopee setelah mendapatkan diskon 10%.,bola,100.000,diskon 10%,shopee
saya mencari raket ankle support. harganya sekitar 200.000 rupiah di supermarket dengan diskon 15%.,ankle support,200.000,diskon 15%,supermarket
teman saya ingin membeli alat panahan. harganya sekitar 800.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,panahan,800.000,diskon 10%,tokopedia
aku tertarik membeli kacamata renang. harganya sekitar 50.000 rupiah di mal dengan diskon 20%.,kacamata,50.000,diskon 20%,mal
saya berencana membeli peralatan yoga. harganya sekitar 300.000 rupiah di shopee setelah mendapatkan diskon 15%.,yoga,300.000,diskon 15%,shopee
aku ingin membeli vas bunga keramik. harganya sekitar 100.000 rupiah di shopee setelah mendapatkan diskon 20%.,vas bunga,100.000,diskon 20%,shopee
saya mencari penyedot debu portable. harganya sekitar 300.000 rupiah di mal dengan diskon 15%.,penyedot debu,300.000,diskon 15%,mal
teman saya ingin membeli tas travel ukuran besar. harganya sekitar 500.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,tas,500.000,diskon 10%,tokopedia
aku tertarik membeli alat pemotong rumput. harganya sekitar 1.000.000 rupiah di supermarket dengan diskon 5%.,pemotong rumput,1.000.000,diskon 5%,supermarket
saya berencana membeli lampu hias gantung. harganya sekitar 200.000 rupiah di mal setelah mendapatkan diskon 10%.,lampu hias,200.000,diskon 10%,mal
aku ingin membeli sapu lantai dengan pegangan panjang. harganya sekitar 50.000 rupiah di shopee dengan diskon 10%.,sapu,50.000,diskon 10%,shopee
teman saya mencari koper travel berukuran kecil. harganya sekitar 150.000 rupiah di supermarket setelah mendapatkan diskon 20%.,koper,150.000,diskon 20%,supermarket
saya sedang mencari alat penyiram tanaman otomatis. harganya sekitar 400.000 rupiah di tokopedia dengan diskon 15%.,penyiram tanaman,400.000,diskon 15%,tokopedia
aku ingin membeli karpet bulu untuk ruang tamu. harganya sekitar 300.000 rupiah di mal setelah mendapatkan diskon 10%.,karpet,300.000,diskon 10%,mal
saya tertarik membeli mesin cuci mini portable. harganya sekitar 800.000 rupiah di shopee dengan diskon 20%.,mesin cuci,800.000,diskon 20%,shopee
aku tertarik membeli hairclay. harganya sekitar 120.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,hairclay,120.000,diskon 10%,tokopedia
saya ingin membeli set lemari dapur. harganya sekitar 5 juta rupiah di mal dengan diskon 20%.,lemari,5 juta,diskon 20%,mal
teman saya mencari drum set lengkap. harganya sekitar 3.000.000 rupiah di shopee setelah mendapatkan diskon 15%.,drum,3.000.000,diskon 15%,shopee
aku berencana membeli 4 in 1 shaver. harganya sekitar 100.000 rupiah di supermarket dengan diskon 10%.,shaver,100.000,diskon 10%,supermarket
saya sedang mencari lakban. harganya sekitar 70ribu rupiah di toko offline setelah mendapat promo buy 2 get 1.,lakban,70ribu,,toko offline
aku ingin membeli sarung bantal bergambar. harganya sekitar 80.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,bantal,80.000,diskon 10%,tokopedia
saya tertarik membeli rice cooker. harganya sekitar 400.000 rupiah di mal dengan diskon 15%.,rice cooker,400.000,diskon 15%,mal
teman saya mencari keyboard untuk pemula. harganya sekitar 800.000 rupiah di shopee setelah mendapatkan diskon 20%.,keyboard,800.000,diskon 20%,shopee
aku ingin membeli bantal guling. harganya sekitar 150.000 rupiah di supermarket dengan diskon 25%.,bantal,150.000,diskon 25%,supermarket
saya mencari ps4 bekas. harganya sekitar 2.000.000 rupiah di grand indonesia setelah mendapatkan diskon 15%.,ps4,2.000.000,diskon 15%,grand indonesia
aku tertarik membeli jam tangan di swatch. harganya sekitar 2.3 juta rupiah di tokopedia setelah mendapatkan diskon 15%.,jam,2.3 juta,diskon 15%,tokopedia
saya ingin membeli jam dinding. harganya sekitar 150.000 rupiah di ace hardware dengan diskon 20%.,jam,150.000,diskon 20%,ace hardware
teman saya mencari biola untuk pemula. harganya sekitar 1.500.000 rupiah di shopee setelah mendapatkan diskon 10%.,biola,1.500.000,diskon 10%,shopee
aku berencana membeli botol susu kaca. harganya sekitar 75.000 rupiah di supermarket dengan diskon 15%.,botol,75.000,diskon 15%,supermarket
saya sedang mencari gelang perak. harganya sekitar 300.000 rupiah di mal setelah mendapatkan diskon 10%.,gelang,300.000,diskon 10%,mal
aku ingin membeli buku sabun cuci muka di indomaret. harganya sekitar 50.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,sabun,50.000,diskon 10%,tokopedia
saya tertarik membeli kompor gas. harganya sekitar 250.000 rupiah di mal dengan diskon 20%.,kompor,250.000,diskon 20%,mal
teman saya mencari tas selempang eiger. harganya sekitar 150.000 rupiah di shopee setelah mendapatkan diskon 15%.,tas,150.000,diskon 15%,shopee
aku ingin membeli baju bayi. harganya sekitar 70.000 rupiah di supermarket dengan diskon 10%.,baju,70.000,diskon 10%,supermarket
saya mencari cincin platinum. harganya sekitar 1.800.000 rupiah di mal setelah mendapatkan diskon 10%.,cincin,1.800.000,diskon 10%,mal
aku tertarik membeli buku self-help. harganya sekitar 130.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,buku,130.000,diskon 10%,tokopedia
saya ingin membeli panci presto. harganya sekitar 400.000 rupiah di mal dengan diskon 15%.,panci,400.000,diskon 15%,mal
teman saya mencari saxophone untuk pemula. harganya sekitar 2.500.000 rupiah di shopee setelah mendapatkan diskon 15%.,saxophone,2.500.000,diskon 15%,shopee
aku berencana membeli sterilizer botol bayi. harganya sekitar 120.000 rupiah di supermarket dengan diskon 20%.,sterilizer,120.000,diskon 20%,supermarket
saya sedang mencari kalung mutiara. harganya sekitar 2.000.000 rupiah di mal setelah mendapatkan diskon 10%.,kalung,2.000.000,diskon 10%,mal
aku ingin membeli buku kamus inggris-indonesia. harganya sekitar 70.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,kamus,70.000,diskon 10%,tokopedia
saya tertarik membeli set sendok stainless steel. harganya sekitar 200.000 rupiah di mal dengan diskon 20%.,sendok,200.000,diskon 20%,mal
teman saya mencari flute untuk pemula. harganya sekitar 800.000 rupiah di shopee setelah mendapatkan diskon 15%.,flute,800.000,diskon 15%,shopee
aku ingin membeli popok kain bayi. harganya sekitar 60.000 rupiah di supermarket dengan diskon 10%.,popok,60.000,diskon 10%,supermarket
saya mencari gelang titanium. harganya sekitar 500.000 rupiah di mal setelah mendapatkan diskon 15%.,gelang,500.000,diskon 15%,mal
aku tertarik membeli buku thriller. harganya sekitar 140.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,buku,140.000,diskon 10%,tokopedia
saya ingin membeli set pisau dapur keramik. harganya sekitar 300.000 rupiah di mal dengan diskon 15%.,pisau,300.000,diskon 15%,mal
teman saya mencari ukulele sopranino. harganya sekitar 400.000 rupiah di shopee setelah mendapatkan diskon 20%.,ukulele,400.000,diskon 20%,shopee
aku berencana membeli meja belajar kecil untuk duduk di lantai harganya sekitar 150.000 rupiah di supermarket dengan diskon 25%.,meja,150.000,diskon 25%,supermarket
saya sedang mencari liontin emas. harganya sekitar 1.200.000 rupiah di mal setelah mendapatkan diskon 15%.,liontin,1.200.000,diskon 15%,mal
aku ingin membeli buku biografi. harganya sekitar 90.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,buku,90.000,diskon 10%,tokopedia
saya tertarik membeli blender tangan. harganya sekitar 180.000 rupiah di mal dengan diskon 20%.,blender,180.000,diskon 20%,mal
teman saya mencari drum elektrik. harganya sekitar 4.000.000 rupiah di shopee setelah mendapatkan diskon 10%.,drum,4.000.000,diskon 10%,shopee
aku ingin membeli kursi makan bayi portabel. harganya sekitar 120.000 rupiah di supermarket dengan diskon 20%.,kursi ,120.000,diskon 20%,supermarket
"kayaknya skincare somethinc glowing up sunscreen stick spf 50++ pa++++ lagi diskon jadi 82000 di shopee. beli gak ya?
 ",skincare,82000,,shopee
 skincare skintific paket 2pcs msh niacinamide + 5x ceramide moisturizer harganya 189000 dilazada beli gak ya?,skincare,189000,,lazada
"make up wardah colorfit last all day lip paint di lazada diskon jadi 55100. pengen beli tapi binggung
 ",make up,55100,,lazada
"galau nih, skincare the originote hyalucera moisturizer + eye serum diskon di lazada jadi 67000
",skincare,67000,,lazada
"skincare garner micellar water salicylic bha. bimbang banget, mau beli apa nggak ya? soalnya harganya cuman 82000",skincare,82000,,
"ada promo make up pinkflash eyeliner + maskara
 di lazada harganya 18700. beli gak ya?",make up,18700,,lazada
"lagi butuh bodycare sabun mandi biore relaxing aromatic jasmine 400ml di shopee harganya 42000 aja udah dapat 2 pc. 
",bodycare,42000,,shopee
"mau beli bodycare  grace and glow black opium + english pear and freesia acne body wash lagi promo di lazada cuman 64000 dapat 2pc. beli gak ya?
 ",bodycare,64000,,lazada
"lagi break out. beli skincare npure cica dark spot
 di shopee 58600 worth it ga ya?",skincare,58600,,shopee
"skincare azarine hydrasoothe sunscreen gel spf45 pa+++ di lazada 110000 
dapat 2",skincare,110000,,lazada
"make up luxcrime ulti-matte oil control setting spray di lazada 52000. keracunan yang viral. beli gak ya?
 ",make up,52000,,lazada
bingung mau beli bodycare parfum fordive yg mana soalnya harganya 229000/100ml di shopee,bodycare,229000,,shopee
"eh, bingung nih, worth it nggak sih beli tablet pc  samsung galaxy s8  ada free gift nya loh. harganya rp1000000, diskon 15% di tokopedia?
",tablet,rp1000000,diskon 15%,tokopedia
"kapan lagiiiii ini skincare serum jerawat beli 1 gratis 1  merek kitschy cuman 129000 di shopee
",skincare,129000,,shopee
"dilema gue, pengen beli skincare  somethinc 2pcs serum free lipbalm pula cuman 137.000 di shopee",skincare,137,,shopee
"mau beli  make up esqa flawless setting powder di lazada harganya 82k. beli ga ya?
",make up,82k,,
"dapat info dari temen, kalo make up hanasui serum cushion lagi diskon jadi 47k di lazada. enaknya beli ga ya?",make up,47k,,lazada
"make up luxcrime blur & cover two way cake lagi habis. mumpung payday sale harganya turun jadi 42k. 
",make up,42k,,
promo skincare nacific fresh herb origin toner 150ml cuman 70k aja di lazada ,skincare,70k,,lazada
"aduh, bingung nih, pengen beli produk elektronik kayak blender philips canggih harganya rp800.000, diskon 15% di toko hartono, tapi ragu apakah bakal sering dipake.",elektronik,800.000,diskon 15%,hartono
"duh, dilemma banget, mau beli set peralatan masak tupperware lengkap harganya rp2.500.000, diskon 20% di official shopee, tapi masih mikir-mikir soal ruang penyimpanannya.",peralatan masak,2.500.000,diskon 20%,shopee
"wah, bimbang nih, pengen beli elektronik kayak mesin cuci samsung harganya rp3.000.000, toko hartono, tapi takut konsumsi listriknya mahal.",,3.000.000,,hartono
"confused banget, mau beli set kursi makan ikea mewah harganya rp6.000.000, diskon 10% di toko furniture, tapi masih ragu apakah cocok dengan tema interior rumah.",furniture,6.000.000,diskon 10%,ikea
"gatau deh, mending beli lemari pakaian niki besar harganya rp4.000.000, diskon 25% di toko perabotan rumah tangga, atau pakai itu duit buat renovasi dapur?",perabotan rumah tangga,4.000.000,diskon 25%,
"hai, gue lagi tergoda banget sama make up ""somethinc hooman breathable uv cushion cover spf 35 pa++++
"" di lazada harganya 145k",make up,145k,,lazada
"eh? ada produk skincare ""skintific 5% aha bha pha exfoliating toner
"" dari merek missha yang katanya bisa bikin kulit cerah dan sehat. tapi gue masih mikir-mikir, apakah emang worth it buat coba atau cuma jadi tren doang soalnya harganya 79000.",skincare,79000,,
"lagi kepikiran pengen beli make up ""wardah instaperfect  matte fit powder foundation"" di lazada harganya 106k",make up,106k,,lazada
"lagi pengen banget beli skincare ""avoskin toner niacinamide 7% + alpha arbutin 1% + kale
"" di shopee harganya 109000",skincare,109000,,shopee
"pengen coba make up ""luxcrime ultra cover foundation balm"" di shopee mumpung murah harganya cuman 41000 dari 159000",make up,159000,,shopee
"skincare azarine hydramax-c gel sunscreen serum di lazada harganya 52k


",skincare,52k,,lazada
"pengen coba skincare avoskin miraculous refining toner 100ml di lazada 130k dari 195k
",skincare,130k,,lazada
"ada produk skincare ""centella blemish cream"" dari merek cosrx yang katanya bisa bantu ngurangin jerawat dan bekasnya. gue pengen banget beli, tapi masih ragu apakah bakal seampuh yang diceritain. tapi harganya cukup pricey, 185k di tokopedia",skincare,185k,,tokopedia
"ada nih skincare ""sheet mask"" dari merek tony moly yang lagi hits banget. gue penasaran banget pengen coba, tapi masih bimbang mau pilih yang aloe vera atau yang rose. takut hasilnya nggak sesuai harapan. harganya 10k di shopee",skincare,10k,,shopee
"skincare skintific 5x ceramide low ph cleanser gentle 80ml di lazada cuman 65k 
",skincare,65k,,lazada
"skincare skintific mugwort anti pores acne clay mask lagi diskon di lazada 79000
",skincare,79000,,lazada
"skincare the originote retinol b3 serum diskon 38% harganya 40000
",skincare,40000,diskon 38%,
"skincare garnier micellar rose water 400ml dapat 2 harganya best deal banget 142000 aja di lazada
 ",skincare,142000,,lazada
"pengen beli skincare skintific alaska volcano pore detox clay stick harganya 57000 dari harga 139000
",skincare,139000,,
"pengen banget beli skincare baru produknya skintific 5x ceramide serum sunscreen spf 50 pa++++ harganya 65000 dari 199000
 ",skincare,65000,,
"ada promo bodycare buy 1 get 1 somethinc bakuchiol r-cover firming body creme jadi 35k dapat 2, ada tambahan diskon ",,35k,,
ada promo bodycare bundle vaseline gluta hya dewy radiance dapat 2 di lazada harganya 69000,bodycare,69000,,lazada
ada promo bodycare brighty glowing underarm + underarm scrub di female daily harganya 95000 dapat 2pc ,bodycare,95000,,female daily
ada promo bodycare elumor oxter cream di instagram harganya jadi 400000,bodycare,400000,,instagram
"pengen beli bodycare grace and glow rouge 540 gentle scrub body wash
 soalnya lagi butuh banget harganya 46000 dari shopee",bodycare,46000,,shopee
"ada diskon bodycare buy 1 get 1 vaseline all day radiant free rosy liptinted di shopee harganya 32000 aja 
",bodycare,32000,,
ada diskon bodycare vaseline gluta hya gold flawless bright 200ml 47000 di tokopedia,bodycare,47000,,tokopedia
"pengen coba skincare ""hyaluronic acid serum"" dari merek hada labo? gue penasaran banget sama produk ini yang katanya bisa bikin kulit lembap dan kenyal. tapi masih ragu apakah beneran sebagus yang dibicarakan. ada di shopee harganya 50000",skincare,50000,,shopee
"lagi mikir-mikir mau beli skincare ""collagen power lifting cream"" dari merek etude house. katanya sih bisa bikin kulit kencang dan awet muda. tapi bimbang juga, takut jadi terlalu berat untuk kulit gue yang oily. di shopee harganya 246000",skincare,246000,,shopee
"gue lagi dilema antara mau coba skincare ""snail repairing foam cleanser"" dari merek some by mi atau ""aha/bha clarifying treatment toner"" dari merek cosrx. pingin banget punya kulit yang bersih dan bebas jerawat, tapi tetep bingung pilih yang mana. soalnya harganya cukup mahal 270000",skincare,270000,,
baru aja pengen peralatan bayi beli botol susu merek philips avent dengan harga rp250.000 di supermarket dekat rumah. katanya bagus banget buat bayi karena desainnya anti kolik.,botol susu,250.000,,supermarket
"sudah cari-cari, akhirnya nemu peralatan bayi stroller merk babyzen yoyo dengan harga sekitar rp5.000.000 di baby shop mall. tapi masih bimbang, apakah investasi ini worth it untuk kemudahan bawa bayi keliling.",stroller,5.000.000,,
