Text,Product_Name,Promotion_Type,Marketplace_Name
aku ingin membeli sepatu sneakers merk vans. harganya sekitar 600.000 rupiah di shopee setelah mendapatkan diskon sebesar 15%.,sepatu,diskon sebesar 15%,shopee
saya sedang mencari bantal dan guling baru. harganya sekitar 100.000 rupiah di tokopedia setelah mendapatkan diskon sebesar 20%.,bantal,diskon sebesar 20%,tokopedia
aku berencana membeli pakaian dalam untuk pria. harganya sekitar 30.000 rupiah di supermarket setelah mendapatkan diskon sebesar 10%.,pakaian,diskon sebesar 10%,supermarket
saya ingin membeli mainan anak-anak seperti puzzle. harganya sekitar 50.000 rupiah di mal setelah mendapatkan diskon sebesar 25%.,mainan anak,diskon sebesar 25%,mal
teman saya tertarik membeli baju formal. harganya sekitar 200.000 rupiah di shopee setelah mendapatkan diskon sebesar 20%.,baju,diskon sebesar 20%,shopee
aku ingin membeli tas selempang yang praktis. harganya sekitar 150.000 rupiah di tokopedia setelah mendapatkan diskon sebesar 15%.,tas,diskon sebesar 15%,tokopedia
saya sedang mencari sepatu sandal untuk musim panas. harganya sekitar 80.000 rupiah di supermarket setelah mendapatkan diskon sebesar 10%.,sepatu,diskon sebesar 10%,supermarket
teman saya ingin membeli baju anak-anak. harganya sekitar 100.000 rupiah di mal setelah mendapatkan diskon sebesar 15%.,baju anak,diskon sebesar 15%,mal
aku berencana membeli jam tangan. harganya sekitar 300.000 rupiah di shopee setelah mendapatkan diskon sebesar 20%.,jam tangan,diskon sebesar 20%,shopee
saya ingin membeli perlengkapan alat tulis seperti pensil dan penghapus. harganya sekitar 20.000 rupiah di tokopedia setelah mendapatkan diskon sebesar 10%.,alat tulis,diskon sebesar 10%,tokopedia
aku mencari sepatu casual yang nyaman untuk sehari-hari. harganya sekitar 400.000 rupiah di mal setelah mendapatkan diskon sebesar 25%.,sepatu,diskon sebesar 25%,mal
aku ingin membeli baju kaos polos. harganya sekitar 100.000 rupiah di mal setelah mendapatkan diskon sebesar 20%.,baju,diskon sebesar 20%,mal
saya sedang mencari koper ukuran besar. harganya sekitar 500.000 rupiah di tokopedia setelah mendapatkan diskon sebesar 10%.,koper,diskon sebesar 10%,tokopedia
teman saya ingin membeli sepatu boots. harganya sekitar 400.000 rupiah di shopee setelah mendapatkan diskon sebesar 15%.,sepatu,diskon sebesar 15%,shopee
aku berencana membeli baju gamis untuk lebaran. harganya sekitar 300.000 rupiah di mal setelah mendapatkan diskon sebesar 25%.,baju,diskon sebesar 25%,mal
saya ingin membeli tas ransel dengan banyak kantong. harganya sekitar 200.000 rupiah di tokopedia setelah mendapatkan diskon sebesar 30%.,tas,diskon sebesar 30%,tokopedia
aku mencari sepatu sneakers merk adidas. harganya sekitar 800.000 rupiah di mal setelah mendapatkan diskon sebesar 10%.,sepatu,diskon sebesar 10%,mal
saya ingin membeli mainan anak-anak di supermarket. harganya sekitar 50.000 rupiah setelah mendapatkan diskon sebesar 15%.,mainan anak,diskon sebesar 15%,supermarket
teman saya tertarik membeli baju renang. harganya sekitar 150.000 rupiah di shopee setelah mendapatkan diskon sebesar 20%.,baju,diskon sebesar 20%,shopee
aku ingin membeli perlengkapan olahraga seperti matras yoga. harganya sekitar 250.000 rupiah di tokopedia setelah mendapatkan diskon sebesar 10%.,matras ,diskon sebesar 10%,tokopedia
aku ingin membeli kartu remi bicycle. harganya sekitar 20.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,kartu,diskon 10%,tokopedia
saya mencari board game catur. harganya sekitar 300.000 rupiah di mal dengan diskon 15%.,catur,diskon 15%,mal
teman saya ingin membeli action figure iron man. harganya sekitar 500.000 rupiah di shopee setelah mendapatkan diskon 20%.,figure,diskon 20%,shopee
aku tertarik membeli monitor led 24 inci. harganya sekitar 1.500.000 rupiah di supermarket dengan diskon 5%.,monitor,diskon 5%,supermarket
saya berencana membeli kipas angin meja. harganya sekitar 100.000 rupiah di tokopedia setelah mendapatkan diskon 15%.,kipas,diskon 15%,tokopedia
aku ingin membeli kabel usb tipe c. harganya sekitar 50.000 rupiah di mal dengan diskon 10%.,kabel,diskon 10%,mal
teman saya mencari lemari pakaian dua pintu. harganya sekitar 1.000.000 rupiah di shopee setelah mendapatkan diskon 15%.,lemari,diskon 15%,shopee
saya sedang mencari webcam hd. harganya sekitar 300.000 rupiah di supermarket dengan diskon 10%.,webcam,diskon 10%,supermarket
aku ingin membeli topi baseball. harganya sekitar 50.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,topi,diskon 10%,tokopedia
saya tertarik membeli piala bergilir. harganya sekitar 200.000 rupiah di mal dengan diskon 20%.,piala,diskon 20%,mal
aku ingin membeli kaos kaki sport. harganya sekitar 30.000 rupiah di shopee setelah mendapatkan diskon 10%.,kaos kaki,diskon 10%,shopee
saya mencari kacamata renang anti-kabut. harganya sekitar 80.000 rupiah di supermarket dengan diskon 15%.,kacamata,diskon 15%,supermarket
teman saya ingin membeli suplemen whey protein. harganya sekitar 500.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,suplemen,diskon 10%,tokopedia
aku tertarik membeli kaca cermin besar. harganya sekitar 1.000.000 rupiah di mal dengan diskon 10%.,kaca,diskon 10%,mal
aku ingin membeli keripik kentang rasa barbeque. harganya sekitar 20.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,keripik,diskon 10%,tokopedia
saya mencari kursi kantor ergonomis. harganya sekitar 1.000.000 rupiah di mal dengan diskon 15%.,kursi kantor ergonomis,diskon 15%,mal
teman saya ingin membeli bluetooth earphone merek jbl. harganya sekitar 500.000 rupiah di shopee setelah mendapatkan diskon 20%.,bluetooth earphone,diskon 20%,shopee
aku tertarik membeli antigores smartphone. harganya sekitar 50.000 rupiah di supermarket dengan diskon 5%.,antigores,diskon 5%,supermarket
saya berencana membeli sepeda gunung merk polygon. harganya sekitar 3.000.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,sepeda gunung,diskon 10%,tokopedia
aku ingin membeli toples kaca untuk menyimpan makanan. harganya sekitar 100.000 rupiah di mal dengan diskon 10%.,toples,diskon 10%,mal
saya sedang mencari smartwatch xiaomi mi band 5. harganya sekitar 300.000 rupiah di shopee dengan diskon 15%.,smartwatch,diskon 15%,shopee
teman saya ingin membeli set peralatan tukang rumah 10 in 1. harganya sekitar 200.000 rupiah di supermarket setelah mendapatkan diskon 10%.,peralatan tukang,diskon 10%,supermarket
aku tertarik membeli alat laminating untuk kantor. harganya sekitar 500.000 rupiah di tokopedia dengan diskon 20%.,laminating,diskon 20%,tokopedia
saya berencana membeli mesin jahit portable. harganya sekitar 1.500.000 rupiah di mal setelah mendapatkan diskon 15%.,mesin jahit,diskon 15%,mal
aku ingin membeli kerupuk udang. harganya sekitar 15.000 rupiah di shopee dengan diskon 10%.,kerupuk udang,diskon 10%,shopee
saya mencari kursi kantor dengan sandaran punggung yang bisa diatur. harganya sekitar 800.000 rupiah di supermarket setelah mendapatkan diskon 15%.,kursi kantor,diskon 15%,supermarket
teman saya ingin membeli bluetooth earphone merek sony. harganya sekitar 700.000 rupiah di tokopedia dengan diskon 20%.,bluetooth earphone,diskon 20%,tokopedia
aku tertarik membeli antigores layar laptop. harganya sekitar 30.000 rupiah di mal dengan diskon 10%.,antigores,diskon 10%,mal
saya berencana membeli sepeda lipat merk united. harganya sekitar 2.000.000 rupiah di shopee setelah mendapatkan diskon 15%.,sepeda lipat,diskon 15%,shopee
aku ingin membeli toples plastik untuk menyimpan bumbu dapur. harganya sekitar 50.000 rupiah di supermarket dengan diskon 10%.,toples plastik,diskon 10%,supermarket
saya berencana membeli rokok marlboro. harganya sekitar 30.000 rupiah di mal setelah mendapatkan diskon 10%.,rokok,diskon 10%,mal
aku tertarik membeli sistem cctv merek hikvision. harganya sekitar 2.000.000 rupiah di tokopedia dengan diskon 15%.,cctv,diskon 15%,tokopedia
teman saya ingin membeli bluetooth earphone merk jbl. harganya sekitar 500.000 rupiah di shopee setelah mendapatkan diskon 10%.,bluetooth earphone,diskon 10%,shopee
saya sedang mencari home theater dengan suara berkualitas. harganya sekitar 5.000.000 rupiah di supermarket dengan diskon 20%.,home theater,diskon 20%,supermarket
aku ingin membeli botol corkcicle warna merah. harganya sekitar 300.000 rupiah di mal setelah mendapatkan diskon 10%.,botol,diskon 10%,mal
saya berencana membeli kulkas dua pintu merek lg. harganya sekitar 3.000.000 rupiah di tokopedia dengan diskon 15%.,kulkas,diskon 15%,tokopedia
aku ingin membeli sarung tangan tinju. harganya sekitar 200.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,sarung tangan,diskon 10%,tokopedia
saya mencari jaring voli outdoor. harganya sekitar 300.000 rupiah di mal dengan diskon 15%.,jaring voli,diskon 15%,mal
teman saya ingin membeli sepatu basket. harganya sekitar 500.000 rupiah di shopee setelah mendapatkan diskon 20%.,sepatu,diskon 20%,shopee
aku tertarik membeli helm sepeda. harganya sekitar 150.000 rupiah di supermarket dengan diskon 10%.,helm,diskon 10%,supermarket
saya berencana membeli alat renang snorkel. harganya sekitar 100.000 rupiah di tokopedia setelah mendapatkan diskon 15%.,snorkel,diskon 15%,tokopedia
aku ingin membeli ping pong paddle. harganya sekitar 250.000 rupiah di mal dengan diskon 10%.,paddle,diskon 10%,mal
teman saya mencari raket badminton. harganya sekitar 400.000 rupiah di shopee setelah mendapatkan diskon 15%.,raket,diskon 15%,shopee
saya sedang mencari stopwatch olahraga. harganya sekitar 80.000 rupiah di supermarket dengan diskon 5%.,stopwatch,diskon 5%,supermarket
aku ingin membeli stik golf kw. harganya sekitar 600.000 rupiah di tokopedia setelah mendapatkan diskon 20%.,stik golf,diskon 20%,tokopedia
saya tertarik membeli jaket hiking. harganya sekitar 350.000 rupiah di mal dengan diskon 10%.,jaket,diskon 10%,mal
aku ingin membeli bola sepak. harganya sekitar 100.000 rupiah di shopee setelah mendapatkan diskon 10%.,bola,diskon 10%,shopee
saya mencari raket ankle support. harganya sekitar 200.000 rupiah di supermarket dengan diskon 15%.,ankle support,diskon 15%,supermarket
teman saya ingin membeli alat panahan. harganya sekitar 800.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,panahan,diskon 10%,tokopedia
aku tertarik membeli kacamata renang. harganya sekitar 50.000 rupiah di mal dengan diskon 20%.,kacamata,diskon 20%,mal
saya berencana membeli peralatan yoga. harganya sekitar 300.000 rupiah di shopee setelah mendapatkan diskon 15%.,yoga,diskon 15%,shopee
aku ingin membeli vas bunga keramik. harganya sekitar 100.000 rupiah di shopee setelah mendapatkan diskon 20%.,vas bunga,diskon 20%,shopee
saya mencari penyedot debu portable. harganya sekitar 300.000 rupiah di mal dengan diskon 15%.,penyedot debu,diskon 15%,mal
teman saya ingin membeli tas travel ukuran besar. harganya sekitar 500.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,tas,diskon 10%,tokopedia
aku tertarik membeli alat pemotong rumput. harganya sekitar 1.000.000 rupiah di supermarket dengan diskon 5%.,pemotong rumput,diskon 5%,supermarket
saya berencana membeli lampu hias gantung. harganya sekitar 200.000 rupiah di mal setelah mendapatkan diskon 10%.,lampu hias,diskon 10%,mal
aku ingin membeli sapu lantai dengan pegangan panjang. harganya sekitar 50.000 rupiah di shopee dengan diskon 10%.,sapu,diskon 10%,shopee
teman saya mencari koper travel berukuran kecil. harganya sekitar 150.000 rupiah di supermarket setelah mendapatkan diskon 20%.,koper,diskon 20%,supermarket
saya sedang mencari alat penyiram tanaman otomatis. harganya sekitar 400.000 rupiah di tokopedia dengan diskon 15%.,penyiram tanaman,diskon 15%,tokopedia
aku ingin membeli karpet bulu untuk ruang tamu. harganya sekitar 300.000 rupiah di mal setelah mendapatkan diskon 10%.,karpet,diskon 10%,mal
saya tertarik membeli mesin cuci mini portable. harganya sekitar 800.000 rupiah di shopee dengan diskon 20%.,mesin cuci,diskon 20%,shopee
aku tertarik membeli hairclay. harganya sekitar 120.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,hairclay,diskon 10%,tokopedia
saya ingin membeli set lemari dapur. harganya sekitar 5 juta rupiah di mal dengan diskon 20%.,lemari,diskon 20%,mal
teman saya mencari drum set lengkap. harganya sekitar 3.000.000 rupiah di shopee setelah mendapatkan diskon 15%.,drum,diskon 15%,shopee
aku berencana membeli 4 in 1 shaver. harganya sekitar 100.000 rupiah di supermarket dengan diskon 10%.,shaver,diskon 10%,supermarket
saya sedang mencari lakban. harganya sekitar 70ribu rupiah di toko offline setelah mendapat promo buy 2 get 1.,lakban,,toko offline
aku ingin membeli sarung bantal bergambar. harganya sekitar 80.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,bantal,diskon 10%,tokopedia
saya tertarik membeli rice cooker. harganya sekitar 400.000 rupiah di mal dengan diskon 15%.,rice cooker,diskon 15%,mal
teman saya mencari keyboard untuk pemula. harganya sekitar 800.000 rupiah di shopee setelah mendapatkan diskon 20%.,keyboard,diskon 20%,shopee
aku ingin membeli bantal guling. harganya sekitar 150.000 rupiah di supermarket dengan diskon 25%.,bantal,diskon 25%,supermarket
saya mencari ps4 bekas. harganya sekitar 2.000.000 rupiah di grand indonesia setelah mendapatkan diskon 15%.,ps4,diskon 15%,grand indonesia
aku tertarik membeli jam tangan di swatch. harganya sekitar 2.3 juta rupiah di tokopedia setelah mendapatkan diskon 15%.,jam,diskon 15%,tokopedia
saya ingin membeli jam dinding. harganya sekitar 150.000 rupiah di ace hardware dengan diskon 20%.,jam,diskon 20%,ace hardware
teman saya mencari biola untuk pemula. harganya sekitar 1.500.000 rupiah di shopee setelah mendapatkan diskon 10%.,biola,diskon 10%,shopee
aku berencana membeli botol susu kaca. harganya sekitar 75.000 rupiah di supermarket dengan diskon 15%.,botol,diskon 15%,supermarket
saya sedang mencari gelang perak. harganya sekitar 300.000 rupiah di mal setelah mendapatkan diskon 10%.,gelang,diskon 10%,mal
aku ingin membeli buku sabun cuci muka di indomaret. harganya sekitar 50.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,sabun,diskon 10%,tokopedia
saya tertarik membeli kompor gas. harganya sekitar 250.000 rupiah di mal dengan diskon 20%.,kompor,diskon 20%,mal
teman saya mencari tas selempang eiger. harganya sekitar 150.000 rupiah di shopee setelah mendapatkan diskon 15%.,tas,diskon 15%,shopee
aku ingin membeli baju bayi. harganya sekitar 70.000 rupiah di supermarket dengan diskon 10%.,baju,diskon 10%,supermarket
saya mencari cincin platinum. harganya sekitar 1.800.000 rupiah di mal setelah mendapatkan diskon 10%.,cincin,diskon 10%,mal
aku tertarik membeli buku self-help. harganya sekitar 130.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,buku,diskon 10%,tokopedia
saya ingin membeli panci presto. harganya sekitar 400.000 rupiah di mal dengan diskon 15%.,panci,diskon 15%,mal
teman saya mencari saxophone untuk pemula. harganya sekitar 2.500.000 rupiah di shopee setelah mendapatkan diskon 15%.,saxophone,diskon 15%,shopee
aku berencana membeli sterilizer botol bayi. harganya sekitar 120.000 rupiah di supermarket dengan diskon 20%.,sterilizer,diskon 20%,supermarket
saya sedang mencari kalung mutiara. harganya sekitar 2.000.000 rupiah di mal setelah mendapatkan diskon 10%.,kalung,diskon 10%,mal
aku ingin membeli buku kamus inggris-indonesia. harganya sekitar 70.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,kamus,diskon 10%,tokopedia
saya tertarik membeli set sendok stainless steel. harganya sekitar 200.000 rupiah di mal dengan diskon 20%.,sendok,diskon 20%,mal
teman saya mencari flute untuk pemula. harganya sekitar 800.000 rupiah di shopee setelah mendapatkan diskon 15%.,flute,diskon 15%,shopee
aku ingin membeli popok kain bayi. harganya sekitar 60.000 rupiah di supermarket dengan diskon 10%.,popok,diskon 10%,supermarket
saya mencari gelang titanium. harganya sekitar 500.000 rupiah di mal setelah mendapatkan diskon 15%.,gelang,diskon 15%,mal
aku tertarik membeli buku thriller. harganya sekitar 140.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,buku,diskon 10%,tokopedia
saya ingin membeli set pisau dapur keramik. harganya sekitar 300.000 rupiah di mal dengan diskon 15%.,pisau,diskon 15%,mal
teman saya mencari ukulele sopranino. harganya sekitar 400.000 rupiah di shopee setelah mendapatkan diskon 20%.,ukulele,diskon 20%,shopee
aku berencana membeli meja belajar kecil untuk duduk di lantai harganya sekitar 150.000 rupiah di supermarket dengan diskon 25%.,meja,diskon 25%,supermarket
saya sedang mencari liontin emas. harganya sekitar 1.200.000 rupiah di mal setelah mendapatkan diskon 15%.,liontin,diskon 15%,mal
aku ingin membeli buku biografi. harganya sekitar 90.000 rupiah di tokopedia setelah mendapatkan diskon 10%.,buku,diskon 10%,tokopedia
saya tertarik membeli blender tangan. harganya sekitar 180.000 rupiah di mal dengan diskon 20%.,blender,diskon 20%,mal
teman saya mencari drum elektrik. harganya sekitar 4.000.000 rupiah di shopee setelah mendapatkan diskon 10%.,drum,diskon 10%,shopee
aku ingin membeli kursi makan bayi portabel. harganya sekitar 120.000 rupiah di supermarket dengan diskon 20%.,kursi ,diskon 20%,supermarket
"kayaknya skincare somethinc glowing up sunscreen stick spf 50++ pa++++ lagi diskon jadi 82000 di shopee. beli gak ya?
 ",skincare,,shopee
 skincare skintific paket 2pcs msh niacinamide + 5x ceramide moisturizer harganya 189000 dilazada beli gak ya?,skincare,,lazada
"make up wardah colorfit last all day lip paint di lazada diskon jadi 55100. pengen beli tapi binggung
 ",make up,,lazada
"galau nih, skincare the originote hyalucera moisturizer + eye serum diskon di lazada jadi 67000
",skincare,,lazada
"skincare garner micellar water salicylic bha. bimbang banget, mau beli apa nggak ya? soalnya harganya cuman 82000",skincare,,
"ada promo make up pinkflash eyeliner + maskara
 di lazada harganya 18700. beli gak ya?",make up,,lazada
"lagi butuh bodycare sabun mandi biore relaxing aromatic jasmine 400ml di shopee harganya 42000 aja udah dapat 2 pc. 
",bodycare,,shopee
"mau beli bodycare  grace and glow black opium + english pear and freesia acne body wash lagi promo di lazada cuman 64000 dapat 2pc. beli gak ya?
 ",bodycare,,lazada
"lagi break out. beli skincare npure cica dark spot
 di shopee 58600 worth it ga ya?",skincare,,shopee
"skincare azarine hydrasoothe sunscreen gel spf45 pa+++ di lazada 110000 
dapat 2",skincare,,lazada
"make up luxcrime ulti-matte oil control setting spray di lazada 52000. keracunan yang viral. beli gak ya?
 ",make up,,lazada
bingung mau beli bodycare parfum fordive yg mana soalnya harganya 229000/100ml di shopee,bodycare,,shopee
"eh, bingung nih, worth it nggak sih beli tablet pc  samsung galaxy s8  ada free gift nya loh. harganya rp1000000, diskon 15% di tokopedia?
",tablet,diskon 15%,tokopedia
"kapan lagiiiii ini skincare serum jerawat beli 1 gratis 1  merek kitschy cuman 129000 di shopee
",skincare,,shopee
"dilema gue, pengen beli skincare  somethinc 2pcs serum free lipbalm pula cuman 137.000 di shopee",skincare,,shopee
"mau beli  make up esqa flawless setting powder di lazada harganya 82k. beli ga ya?
",make up,,
"dapat info dari temen, kalo make up hanasui serum cushion lagi diskon jadi 47k di lazada. enaknya beli ga ya?",make up,,lazada
"make up luxcrime blur & cover two way cake lagi habis. mumpung payday sale harganya turun jadi 42k. 
",make up,,
promo skincare nacific fresh herb origin toner 150ml cuman 70k aja di lazada ,skincare,,lazada
"aduh, bingung nih, pengen beli produk elektronik kayak blender philips canggih harganya rp800.000, diskon 15% di toko hartono, tapi ragu apakah bakal sering dipake.",elektronik,diskon 15%,hartono
"duh, dilemma banget, mau beli set peralatan masak tupperware lengkap harganya rp2.500.000, diskon 20% di official shopee, tapi masih mikir-mikir soal ruang penyimpanannya.",peralatan masak,diskon 20%,shopee
"wah, bimbang nih, pengen beli elektronik kayak mesin cuci samsung harganya rp3.000.000, toko hartono, tapi takut konsumsi listriknya mahal.",,,hartono
"confused banget, mau beli set kursi makan ikea mewah harganya rp6.000.000, diskon 10% di toko furniture, tapi masih ragu apakah cocok dengan tema interior rumah.",furniture,diskon 10%,ikea
"gatau deh, mending beli lemari pakaian niki besar harganya rp4.000.000, diskon 25% di toko perabotan rumah tangga, atau pakai itu duit buat renovasi dapur?",perabotan rumah tangga,diskon 25%,
"hai, gue lagi tergoda banget sama make up ""somethinc hooman breathable uv cushion cover spf 35 pa++++
"" di lazada harganya 145k",make up,,lazada
"eh? ada produk skincare ""skintific 5% aha bha pha exfoliating toner
"" dari merek missha yang katanya bisa bikin kulit cerah dan sehat. tapi gue masih mikir-mikir, apakah emang worth it buat coba atau cuma jadi tren doang soalnya harganya 79000.",skincare,,
"lagi kepikiran pengen beli make up ""wardah instaperfect  matte fit powder foundation"" di lazada harganya 106k",make up,,lazada
"lagi pengen banget beli skincare ""avoskin toner niacinamide 7% + alpha arbutin 1% + kale
"" di shopee harganya 109000",skincare,,shopee
"pengen coba make up ""luxcrime ultra cover foundation balm"" di shopee mumpung murah harganya cuman 41000 dari 159000",make up,,shopee
"skincare azarine hydramax-c gel sunscreen serum di lazada harganya 52k


",skincare,,lazada
"pengen coba skincare avoskin miraculous refining toner 100ml di lazada 130k dari 195k
",skincare,,lazada
"ada produk skincare ""centella blemish cream"" dari merek cosrx yang katanya bisa bantu ngurangin jerawat dan bekasnya. gue pengen banget beli, tapi masih ragu apakah bakal seampuh yang diceritain. tapi harganya cukup pricey, 185k di tokopedia",skincare,,tokopedia
"ada nih skincare ""sheet mask"" dari merek tony moly yang lagi hits banget. gue penasaran banget pengen coba, tapi masih bimbang mau pilih yang aloe vera atau yang rose. takut hasilnya nggak sesuai harapan. harganya 10k di shopee",skincare,,shopee
"skincare skintific 5x ceramide low ph cleanser gentle 80ml di lazada cuman 65k 
",skincare,,lazada
"skincare skintific mugwort anti pores acne clay mask lagi diskon di lazada 79000
",skincare,,lazada
"skincare the originote retinol b3 serum diskon 38% harganya 40000
",skincare,diskon 38%,
"skincare garnier micellar rose water 400ml dapat 2 harganya best deal banget 142000 aja di lazada
 ",skincare,,lazada
"pengen beli skincare skintific alaska volcano pore detox clay stick harganya 57000 dari harga 139000
",skincare,,
"pengen banget beli skincare baru produknya skintific 5x ceramide serum sunscreen spf 50 pa++++ harganya 65000 dari 199000
 ",skincare,,
"ada promo bodycare buy 1 get 1 somethinc bakuchiol r-cover firming body creme jadi 35k dapat 2, ada tambahan diskon ",,,
ada promo bodycare bundle vaseline gluta hya dewy radiance dapat 2 di lazada harganya 69000,bodycare,,lazada
ada promo bodycare brighty glowing underarm + underarm scrub di female daily harganya 95000 dapat 2pc ,bodycare,,female daily
ada promo bodycare elumor oxter cream di instagram harganya jadi 400000,bodycare,,instagram
"pengen beli bodycare grace and glow rouge 540 gentle scrub body wash
 soalnya lagi butuh banget harganya 46000 dari shopee",bodycare,,shopee
"ada diskon bodycare buy 1 get 1 vaseline all day radiant free rosy liptinted di shopee harganya 32000 aja 
",bodycare,,
ada diskon bodycare vaseline gluta hya gold flawless bright 200ml 47000 di tokopedia,bodycare,,tokopedia
"pengen coba skincare ""hyaluronic acid serum"" dari merek hada labo? gue penasaran banget sama produk ini yang katanya bisa bikin kulit lembap dan kenyal. tapi masih ragu apakah beneran sebagus yang dibicarakan. ada di shopee harganya 50000",skincare,,shopee
"lagi mikir-mikir mau beli skincare ""collagen power lifting cream"" dari merek etude house. katanya sih bisa bikin kulit kencang dan awet muda. tapi bimbang juga, takut jadi terlalu berat untuk kulit gue yang oily. di shopee harganya 246000",skincare,,shopee
"gue lagi dilema antara mau coba skincare ""snail repairing foam cleanser"" dari merek some by mi atau ""aha/bha clarifying treatment toner"" dari merek cosrx. pingin banget punya kulit yang bersih dan bebas jerawat, tapi tetep bingung pilih yang mana. soalnya harganya cukup mahal 270000",skincare,,
baru aja pengen peralatan bayi beli botol susu merek philips avent dengan harga rp250.000 di supermarket dekat rumah. katanya bagus banget buat bayi karena desainnya anti kolik.,botol susu,,supermarket
"sudah cari-cari, akhirnya nemu peralatan bayi stroller merk babyzen yoyo dengan harga sekitar rp5.000.000 di baby shop mall. tapi masih bimbang, apakah investasi ini worth it untuk kemudahan bawa bayi keliling.",stroller,,
"aku lagi galau mau beli baby carrier merkapa. kayaknya ergobaby harganya sekitar rp1.500.000 di e-commerce, tapi tula ada diskon 30% di baby expo .",baby carrier,diskon 30%,
"adikku butuh mainan gigitan bayi, jadi aku mau beli sophie la girafe yang lucu itu. harganya sekitar rp300.000 di toko mainan online, tapi aku mau beli di shopee",mainan,,shopee
"sudah mikir-mikir mau beli kursi makan bayi merk fisher-price. fisher-price harganya sekitar rp800.000 di baby store, tapi chicco juga bagus dan harganya lebih murah sekitar rp600.000.",kursi makan bayi,,
"beli baju bayi brand carter's itu yang bikin aku bingung. carter's lebih terkenal dan harganya sekitar rp150.000 per piece di outlet, sementara mothercare ada promo buy 1 get 1 di department store.",baju bayi,,department store
baru aja kepikiran beli sterilizer merek tommee tippee dengan harga rp800.000 di online shop. katanya ini praktis banget buat sterilisasi botol dan perlengkapan bayi lainnya. beli gak ya?,sterilizer,,online shop
"pengen beli baby bouncer merk babybjorn yang ada getaran dan musiknya. harganya sekitar rp1.500.000 di baby store, tapi aku belum yakin apakah bayi aku bakal suka atau enggak.",baby bouncer,,baby store
"ada stroller bayi merk joie yang lagi hits di shopee dengan harga promo cuma rp1.500.000. aku pengen  langsung order deh, biar bisa jalan-jalan bareng bayi dengan lebih nyaman.",stroller,,shopee
"produk favoritku, botol susu merk tommee tippee, tersedia dengan harga terbaik di shopee. aku pengen beli beberapa botol dengan harga spesial hanya rp150.000 untuk memenuhi kebutuhan bayiku.",botol susu,,shopee
aku mencari bath tub yang aman dan nyaman. akhirnya aku menemukan baby bath tub merk summer infant di shopee dengan harga spesial hanya rp300.000. ,baby bath tub,,shopee
aku ingin membeli baju bayi yang lucu dan nyaman. aku menemukan romper bayi merk carter's di zalora dengan harga rp150.000. aku langsung membelinya karena diskon besar-besaran.,baju bayi,,zalora
aku ingin memiliki sepatu hak tinggi yang stylish. aku menemukan high heels merk aldo di shopee dengan harga diskon rp500.000. aku langsung menambahkannya ke keranjang belanjaanku.,sepatu,,shopee
aku membutuhkan tas bayi yang fungsional dan stylish. aku tertarik dengan diaper bag merk skip hop di tokopedia dengan harga rp400.000. banyak kompartemen dan desainnya yang cantik membuatku tertarik.,tas bayi,,tokopedia
aku ingin membeli baju pesta yang elegan. aku menemukan evening dress merk adrianna papell di zalora dengan harga rp1.500.000. aku terpesona dengan desainnya dan langsung menaruhnya dalam daftar keinginanku.,baju ,,zalora
"untuk melengkapi tampilan fashion, aku ingin membeli anting yang cantik. aku memilih earrings merk pandora di lazada dengan harga rp800.000. aku yakin akan terlihat lebih glamor dengan aksesoris ini. tapi masih dilemma",anting,,lazada
aku ingin membeli celana jeans yang nyaman dan pas di tubuh. aku menemukan skinny jeans merk levi's di shopee dengan harga diskon rp600.000. aku langsung menambahkannya ke troli belanjaanku.,celana jeans,,shopee
aku ingin memiliki tas tangan yang cocok untuk kegiatan sehari-hari. aku tertarik dengan handbag merk michael kors di tokopedia dengan harga rp2.000.000. desainnya yang klasik membuatnya sempurna untuk setiap kesempatan.,tas ,,tokopedia
aku membutuhkan pakaian tidur yang nyaman untuk bayiku. aku memilih sleepwear merk petit bateau di zalora dengan harga rp300.000. bahan katunnya lembut dan bayiku pasti akan tidur dengan nyenyak.,pakaian,,zalora
aku ingin membeli sneakers yang stylish dan nyaman. aku menemukan sneakers merk nike di lazada dengan harga diskon rp1.000.000. ,sneakers,,lazada
aku ingin memiliki jam tangan yang elegan dan fungsional. aku tertarik dengan watch merk fossil di shopee dengan harga rp1.500.000. aku yakin jam tangan ini akan menjadi aksesoris yang sempurna.,jam tangan,,shopee
aku membutuhkan baju renang untuk liburan keluarga. aku menemukan swimsuit merk speedo di tokopedia dengan harga rp400.000. desainnya yang modis dan kualitasnya yang bagus membuatku tertarik.,baju,,tokopedia
